country,name,address,sector,lat,lng
China,Fujian Jinjiang Huamei Knitting & Clothing Co Ltd,"Dongshan,Shenhu,Jinjiang,Fujiang,Xia Men",Apparel,24.61534,118.67529
China,Fuzhou Donglin Shoe Co Ltd,"Fuxia,Guozai Gaishan Town,Cangshan,Fuzhou,Fujian",Apparel,26.025576,119.334132
China,Jinjiang Libixing Garment & Weaving Co Ltd,"Gaohu Industrial Zone,Yinglin Town,Jinjiang,Jing Jiang",Apparel,24.627368,118.578609
China,Gaungzhou Junchi Garment Co Ltd,"No. 139,Asaia Industrial Zone,Xintang Town,Zengceng,Guangzhou",Apparel,23.11995,113.62074
China,Jiangsu Rino Garment Co Ltd,"666,Huzhong South Road,Jianhu county,Yancheng",Apparel,33.43105,119.78597
China,Jiangyin Dong AO Garment Co Ltd,"No. 7 Xiangyang Road,Bei Wan Village,Zhutang Town,Jiangyin",Apparel,31.73568,120.38524
China,Nantong Hesheng Garment Co Ltd,"Yaojiaoyuan Village,Baipu Town,Rugao County,Nantong",Apparel,32.24764,120.76673
China,Nantong Jun Yue Garment Co Ltd,"(South of Industry Zone) Team 8,Fengxian Village,Liuqiao Town,Tongzhou,District,Nantong",Apparel,32.16432990000001,120.84025
China,Tongzhou Skyline Garments Co Ltd,"Qingnian Road,Liuqiao Town,Tongzhou,Nantong",Apparel,31.92985,121.00865
China,Zhangjiagang Shenglong Garment Co Ltd,"No. 43 Zhenbei Road,Xizhang Societ,Fenghuang Town,Zhangjiagang",Apparel,31.61714,120.63024
China,Hangzhou Haoshi Rubber Products Co Ltd,"Qinzhe Village Yong Chang Town,Fuyang,Hangzhou",Apparel,30.034465,119.73469
China,Jiangxi JHT Apparel Co Ltd,"Zhuqiao North Road,Changdong Industrial Area Qingshanhu Industry,Nanchang",Apparel,28.60748,115.94279
China,Jiangyin Chenlong Garment Co,"No.7 Wanfu Road,Zhutang Town,Jiangyin",Apparel,31.90237,120.24131
China,Jiangyi Kangxin Garment Co Ltd,"No 3 Huanxi Road,Zhutang Town,Jiangyin",Apparel,31.76744,120.33705
China,Nanjing Biaomei Hom etextiles Co Ltd,"No.13 Erst Wuchu Road,Hengxi Town,Nanjing",Apparel,31.72003,118.779654
China,Nantong Mr Rong Ga rment Co Ltd,"Bridge 2 Shenyang Community Xiayuan Town,Ru Gao",Apparel,32.223549,120.638424
China,Topshow Clothing &  Accessories Co L td Of Suqian,"Building 7,Jinshajiang,Sihong,Su Qian,Jiangsu",Apparel,33.51196,118.23582
China,Zhangjiagang City Runda Finery Co Ltd,"Jingu Village Fenghuang Town,Zhangjiagang",Apparel,31.787256,120.630992
China,Zhucheng Hengwei Clothing Co Ltd,"Southern Head Of East Outer Ring,Zhuchneg,Shandong",Apparel,36.6682599,117.02076
China,Zhucheng Huirun Garment Factory,"Lanjiacun Industrial Park,Zhucheng,Weifang",Apparel,35.978556,119.396284
Bangladesh,Radial International Ltd (Unit-2),"Zirani Bazar,Kashimpur,Gazipur,Dhaka",Apparel,23.9937669,90.2551098
Bangladesh,Radiance Fashion Ltd,"Ashulia,Savar,Dhaka",Apparel,23.9003712,90.3272255
Bangladesh,Ratul Knitwears Ltd,"Cs.Sa-41,Zirabo,Savar,Dhaka",Apparel,23.9101983,90.3172039
Bangladesh,Work Field Fashion Wears,"Bawpara,Kaultia,Gazipur Sadar,Dhaka",Apparel,24.0538785,90.3584504
Bangladesh,Manami Fashions,"Kabirpur Ashulia,Savar,Dhaka",Apparel,24.0089881,90.2484202
Bangladesh,Workfield Knitwears,"Bawpara,Kaultia,Gazipur Sadar,Dhaka",Apparel,24.0538785,90.3584504
